Transaction_Amount,Hour,DayOfWeek,Is_Weekend,Location_Rijeka,Location_Zagreb,Location_Split,Location_Osijek,Location_Dubrovnik,Location_Foreign,Merchant_Category_Food,Merchant_Category_Coffee,Merchant_Category_Groceries,Merchant_Category_Electronics,Merchant_Category_Clothing,Merchant_Category_Travel,Merchant_Category_Health,Merchant_Category_Entertainment,is_fraud
118.97,15,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.16,14,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20.0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60.91,1,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
279.77,6,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92.4,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744.46,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
41.0,6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.43,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58.18,23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
745.28,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
30.36,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5.65,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
36.13,17,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3.1,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4.46,18,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.02,12,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9.55,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50.39,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40.47,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3.61,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
244.94,10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.19,13,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14.1,22,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36.32,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45.62,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.6,22,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2283.33,4,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13.36,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
180.15,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
247.19,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25.39,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16.62,6,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
56.19,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198.86,11,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3.01,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
266.6,15,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31.98,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38.32,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
117.9,8,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.32,19,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3720.78,21,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
21.69,14,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3.13,12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74.36,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
58.45,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.96,6,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.62,18,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46.1,13,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109.76,20,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38.59,13,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21.5,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26.46,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88.65,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.7,7,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23.12,10,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9.29,14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.26,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.39,23,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.01,20,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
206.33,17,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12.85,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
103.02,9,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
37.88,22,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89.35,2,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
8.85,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.67,23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
891.56,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
174.34,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
70.48,19,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17.49,19,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.25,12,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3.74,11,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
28.96,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
445.5,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
33.71,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
198.82,10,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1473.39,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
69.84,8,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
37.19,12,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4.71,13,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.21,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
281.53,17,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2416.58,3,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
26.9,23,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
53.21,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.15,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48.13,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.45,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2727.78,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5.37,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4.18,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3.02,18,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55.46,16,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
115.45,21,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
128.03,8,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30.44,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
91.2,6,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.44,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
70.58,18,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
167.47,12,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
105.84,17,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.37,11,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
229.32,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1591.73,18,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
17.43,23,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
27.01,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32.25,17,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257.09,9,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48.38,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38.32,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
165.89,19,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31.95,9,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
114.08,11,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123.52,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
81.61,23,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.01,23,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
192.33,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20.06,22,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
194.77,13,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.27,6,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23.18,19,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
95.32,16,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.76,16,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.7,22,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
187.87,13,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.72,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.49,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107.32,21,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1274.39,2,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3839.0,20,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
287.88,19,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
586.95,7,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
39.37,21,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9.75,14,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82.23,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
72.8,7,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.89,13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
564.28,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4.91,23,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44.79,19,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.59,18,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4.58,6,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
115.64,19,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4.01,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
644.59,7,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
64.39,7,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19.21,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.81,14,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1980.09,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
778.94,16,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.41,17,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
89.27,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
58.63,7,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38.2,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
91.99,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
166.16,15,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.64,20,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2332.37,1,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
11.54,12,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18.91,23,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
94.64,9,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26.93,22,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1779.2,13,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
84.03,17,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
275.73,14,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.77,21,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.41,8,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.9,22,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
159.7,21,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1896.7,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
19.72,10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.19,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
207.28,18,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.71,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1154.35,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
47.57,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
81.07,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1411.38,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
83.07,3,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20.21,18,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.44,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.59,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.15,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48.79,10,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38.15,17,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216.72,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32.8,20,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
264.14,6,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.9,20,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
60.4,14,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.52,13,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.36,11,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34.6,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.98,9,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
33.75,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117.6,13,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11.18,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1657.3,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21.56,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.56,20,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
31.76,14,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
78.83,10,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
836.48,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
82.13,16,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28.24,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67.27,18,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.36,21,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
142.45,15,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.91,18,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.59,6,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27.51,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2676.95,3,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
62.87,7,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118.94,13,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5.15,23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2.74,14,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
17.05,23,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
67.09,10,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12.62,23,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
66.96,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
917.28,19,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
113.45,8,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194.73,11,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23.38,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
164.05,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24.03,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29.94,10,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1805.75,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
97.42,21,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47.02,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41.13,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
139.1,8,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16.31,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1640.76,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9.94,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.11,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49.09,19,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.53,20,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.72,23,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236.77,17,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1231.68,8,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32.35,11,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3.13,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.77,20,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.3,1,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
175.83,23,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.22,8,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
57.89,9,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.53,6,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2.65,17,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
29.05,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68.98,11,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.57,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43.16,11,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.1,22,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
225.53,10,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16.28,23,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
778.67,21,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2.74,18,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48.93,23,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4.44,7,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.29,8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.22,12,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
900.97,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39.79,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85.96,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73.31,7,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1693.7,1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
32.94,15,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.37,10,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
167.69,22,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.33,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.66,22,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92.39,15,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28.43,23,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28.12,13,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
281.71,23,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.88,16,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51.82,22,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34.97,11,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57.56,9,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36.12,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20.5,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
98.01,17,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105.65,14,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
34.9,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.23,17,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1057.16,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
139.78,13,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21.63,9,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43.87,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1802.21,4,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
15.18,10,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63.76,9,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28.91,9,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9.73,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9.03,19,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
105.29,9,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.65,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16.97,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.38,18,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4757.83,14,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3.65,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
135.74,23,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
177.23,9,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
153.85,15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39.55,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145.31,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
129.36,11,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
74.55,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.95,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
106.12,11,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1322.63,17,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34.34,11,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.42,15,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56.1,23,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39.71,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.53,18,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121.23,23,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10.23,16,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
15.68,16,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55.75,9,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.73,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.76,8,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.85,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
784.24,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
53.57,10,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.82,13,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92.03,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34.2,14,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210.07,14,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12.06,14,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
179.86,18,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.2,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
119.85,9,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.87,9,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
162.31,21,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27.45,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.85,22,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
62.73,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56.51,22,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35.74,13,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
