Transaction_Amount,Is_Weekend,Risk_Score,Fraud_Label,Hour,DayOfWeek,Location_London,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Clothing,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel
191.32,0,0.1267,0,5,2,False,False,False,False,True,False,False,True,False,False
92.84,0,0.3167,1,10,0,False,False,False,False,True,False,False,False,True,False
67.41,1,0.8501,1,13,2,False,True,False,False,False,False,True,False,False,False
30.26,0,0.6332,0,22,4,False,False,False,False,True,True,False,False,False,False
90.65,1,0.5467,0,22,2,False,False,False,True,False,False,False,True,False,False
306.45,0,0.1352,1,5,4,False,True,False,False,False,False,False,False,False,True
30.33,0,0.0875,0,0,0,False,False,True,False,False,False,True,False,False,False
3.02,0,0.6207,0,7,6,False,False,True,False,False,False,False,False,False,True
87.89,0,0.3421,1,15,0,True,False,False,False,False,False,False,False,False,True
161.84,0,0.5058,0,7,2,False,False,False,False,True,False,True,False,False,False
29.69,0,0.5985,0,2,2,True,False,False,False,False,True,False,False,False,False
137.07,0,0.7749,0,20,2,False,True,False,False,False,False,False,False,False,True
58.68,1,0.9475,1,5,4,False,False,True,False,False,False,False,False,True,False
143.89,1,0.8877,1,18,0,False,False,False,False,True,True,False,False,False,False
105.06,0,0.0298,0,7,3,False,False,False,True,False,False,False,False,True,False
37.64,0,0.0058,0,14,1,False,True,False,False,False,False,False,False,False,True
245.7,1,0.1991,0,3,0,False,False,False,False,True,False,False,False,True,False
24.08,1,0.537,0,2,2,True,False,False,False,False,False,True,False,False,False
190.4,0,0.8355,0,3,1,False,False,True,False,False,False,False,False,False,True
121.32,1,0.7787,0,11,2,True,False,False,False,False,False,False,False,True,False
34.46,0,0.1407,0,5,5,False,False,False,True,False,True,False,False,False,False
32.03,0,0.003,0,18,0,False,False,True,False,False,True,False,False,False,False
38.72,0,0.2752,1,4,2,False,False,False,False,True,False,False,False,True,False
277.28,1,0.597,0,14,0,False,True,False,False,False,False,False,False,False,True
9.64,0,0.805,0,18,1,False,True,False,False,False,True,False,False,False,False
51.26,0,0.6927,1,15,6,False,False,False,False,True,False,True,False,False,False
190.86,1,0.7194,1,5,3,False,False,True,False,False,False,False,True,False,False
57.12,0,0.1018,0,15,3,False,False,False,True,False,True,False,False,False,False
33.93,0,0.8777,1,10,1,False,True,False,False,False,False,False,False,True,False
117.71,0,0.1431,0,12,0,False,True,False,False,False,False,False,True,False,False
74.33,0,0.0187,0,21,1,False,False,True,False,False,False,False,False,True,False
178.93,0,0.6345,0,1,6,False,False,False,True,False,False,False,True,False,False
87.41,1,0.87,1,4,1,False,False,True,False,False,False,True,False,False,False
84.47,1,0.924,1,23,6,False,True,False,False,False,False,False,True,False,False
271.48,0,0.9656,1,14,4,False,True,False,False,False,True,False,False,False,False
66.24,0,0.6096,1,14,2,False,True,False,False,False,False,True,False,False,False
41.38,0,0.8152,0,4,4,False,True,False,False,False,True,False,False,False,False
179.86,0,0.5914,0,13,1,False,True,False,False,False,False,False,True,False,False
121.7,0,0.4669,0,12,5,False,True,False,False,False,False,False,False,True,False
5.13,0,0.6322,0,2,2,False,False,False,False,True,True,False,False,False,False
19.05,1,0.9133,1,7,5,False,False,False,False,True,False,False,True,False,False
195.55,1,0.0233,0,18,0,False,False,True,False,False,False,False,False,False,True
3.25,0,0.9565,1,8,5,True,False,False,False,False,True,False,False,False,False
31.76,0,0.0575,0,9,2,False,False,False,False,True,False,True,False,False,False
310.51,0,0.6126,0,20,3,False,False,False,False,True,False,False,False,True,False
55.69,1,0.4662,0,0,3,False,False,False,False,True,False,False,False,True,False
102.73,1,0.8285,1,15,1,True,False,False,False,False,False,False,False,True,False
118.37,0,0.8698,1,15,2,False,False,False,True,False,False,True,False,False,False
208.67,0,0.8184,0,5,0,False,False,False,True,False,True,False,False,False,False
72.87,0,0.0031,0,16,4,False,False,True,False,False,False,True,False,False,False
37.95,0,0.2918,0,23,5,False,True,False,False,False,True,False,False,False,False
85.81,1,0.7793,0,20,4,False,False,False,True,False,False,False,False,True,False
14.65,0,0.0612,0,7,6,True,False,False,False,False,False,True,False,False,False
13.96,1,0.1309,0,18,5,False,False,True,False,False,False,False,True,False,False
49.13,0,0.99,1,14,4,False,False,True,False,False,False,False,False,True,False
189.67,0,0.7493,0,7,4,False,False,True,False,False,False,True,False,False,False
133.31,1,0.95,1,18,5,True,False,False,False,False,False,False,True,False,False
144.9,1,0.6748,1,4,3,False,False,True,False,False,True,False,False,False,False
92.56,1,0.5991,0,4,5,True,False,False,False,False,False,False,False,False,True
312.89,0,0.6455,1,21,3,False,True,False,False,False,False,False,False,False,True
24.49,1,0.2298,1,12,6,False,False,True,False,False,True,False,False,False,False
217.06,0,0.0534,1,16,6,False,False,False,True,False,False,True,False,False,False
42.69,0,0.9386,1,19,3,False,True,False,False,False,True,False,False,False,False
273.16,0,0.004,1,20,6,False,False,False,True,False,False,False,False,True,False
22.75,0,0.2461,0,22,2,False,False,False,True,False,True,False,False,False,False
158.93,0,0.9723,1,1,1,False,False,False,True,False,False,False,False,True,False
163.83,0,0.5925,0,1,6,True,False,False,False,False,True,False,False,False,False
3.76,1,0.216,0,2,2,False,True,False,False,False,False,False,False,True,False
36.18,1,0.7494,1,14,6,False,False,False,False,True,False,False,False,True,False
191.1,0,0.5592,0,13,4,False,False,True,False,False,False,False,False,False,True
139.37,1,0.1199,0,1,0,False,False,False,False,True,False,False,False,True,False
49.79,0,0.9989,1,20,2,False,False,False,False,True,False,False,True,False,False
247.55,0,0.84,0,8,3,False,False,False,True,False,False,False,False,True,False
179.54,0,0.5479,0,5,6,False,False,False,False,True,False,False,False,False,True
94.37,0,0.7606,0,21,6,True,False,False,False,False,False,False,True,False,False
148.99,0,0.8866,1,14,1,False,False,False,False,True,False,False,True,False,False
44.53,1,0.2073,0,9,5,False,False,True,False,False,False,False,False,True,False
133.89,0,0.5122,0,8,3,False,False,False,False,True,False,True,False,False,False
43.84,0,0.6036,0,16,4,False,False,True,False,False,False,False,True,False,False
11.46,1,0.8632,1,9,6,False,False,True,False,False,False,False,False,False,True
33.47,0,0.7694,1,2,2,False,False,False,True,False,False,False,True,False,False
236.36,0,0.0051,1,18,5,False,False,True,False,False,False,False,False,False,True
174.51,0,0.687,0,6,6,True,False,False,False,False,False,False,False,True,False
88.93,1,0.1306,0,4,2,False,False,False,True,False,False,False,False,False,True
117.72,0,0.0653,0,16,2,True,False,False,False,False,False,True,False,False,False
12.6,1,0.5389,0,13,1,False,False,True,False,False,False,False,True,False,False
150.18,1,0.0689,1,7,5,False,False,True,False,False,True,False,False,False,False
73.56,1,0.4573,0,12,3,False,True,False,False,False,False,False,False,True,False
95.52,0,0.2441,0,21,5,False,True,False,False,False,False,False,True,False,False
19.41,0,0.5043,1,21,1,False,False,False,False,True,False,True,False,False,False
108.33,0,0.1497,0,1,3,True,False,False,False,False,True,False,False,False,False
103.42,0,0.6396,1,4,4,True,False,False,False,False,False,False,True,False,False
43.69,0,0.8997,1,4,6,True,False,False,False,False,True,False,False,False,False
90.48,0,0.5813,1,10,6,True,False,False,False,False,False,True,False,False,False
171.0,0,0.6095,0,11,4,False,False,False,True,False,False,False,True,False,False
179.57,1,0.0593,0,9,4,False,False,True,False,False,False,False,False,True,False
19.47,1,0.7822,0,10,6,False,False,True,False,False,False,True,False,False,False
93.11,0,0.6583,0,22,4,False,False,False,True,False,False,False,True,False,False
15.86,0,0.229,0,3,3,False,True,False,False,False,False,False,True,False,False
313.69,0,0.5333,0,11,5,False,False,False,True,False,False,False,False,False,True
99.63,0,0.3958,0,10,0,True,False,False,False,False,False,False,False,False,True
80.8,0,0.4637,0,20,6,False,False,False,False,True,False,False,False,False,True
219.37,1,0.4875,0,13,2,True,False,False,False,False,False,True,False,False,False
17.92,0,0.3211,0,2,5,False,False,True,False,False,True,False,False,False,False
116.24,1,0.3735,0,3,0,True,False,False,False,False,True,False,False,False,False
18.4,0,0.6092,0,3,5,False,False,False,True,False,False,True,False,False,False
3.78,0,0.7184,1,20,5,False,False,True,False,False,True,False,False,False,False
82.48,0,0.0644,1,20,5,True,False,False,False,False,False,False,False,True,False
387.67,0,0.6648,0,17,4,False,False,True,False,False,False,False,True,False,False
336.91,0,0.0267,1,18,6,False,False,False,False,True,False,True,False,False,False
81.6,0,0.4084,0,17,5,False,True,False,False,False,True,False,False,False,False
84.3,0,0.5525,0,14,2,False,False,False,False,True,False,False,True,False,False
49.69,0,0.6347,0,23,2,False,False,False,False,True,True,False,False,False,False
8.67,0,0.1257,0,16,1,False,False,False,True,False,False,False,False,True,False
4.25,0,0.2699,0,23,5,False,True,False,False,False,True,False,False,False,False
22.35,1,0.3615,0,23,4,False,False,False,False,True,False,True,False,False,False
118.32,0,0.9941,1,17,2,True,False,False,False,False,False,False,False,True,False
57.88,0,0.2462,1,13,4,False,False,False,False,True,False,False,False,True,False
88.28,1,0.8168,0,9,4,False,False,False,False,True,False,False,False,False,True
137.41,1,0.3625,0,17,2,False,False,True,False,False,False,False,True,False,False
120.91,0,0.4449,0,6,3,False,False,False,False,True,False,False,True,False,False
89.34,0,0.5403,1,15,6,False,False,True,False,False,False,False,True,False,False
30.89,1,0.8337,0,19,2,False,False,True,False,False,False,True,False,False,False
77.26,1,0.7095,0,12,1,True,False,False,False,False,False,False,True,False,False
155.34,0,0.6225,0,20,3,True,False,False,False,False,False,True,False,False,False
368.93,0,0.5653,1,4,6,False,False,False,False,True,False,False,False,True,False
130.33,1,0.0258,0,4,5,False,True,False,False,False,False,False,False,False,True
46.06,1,0.233,0,13,1,False,False,True,False,False,False,False,False,False,True
197.22,0,0.6462,0,9,2,False,False,False,False,True,False,True,False,False,False
71.02,0,0.9768,1,4,2,False,False,False,False,True,False,True,False,False,False
12.8,1,0.3271,1,8,6,False,False,False,True,False,False,True,False,False,False
185.64,0,0.0554,0,8,6,False,True,False,False,False,False,False,False,False,True
16.27,0,0.8025,0,15,4,False,True,False,False,False,True,False,False,False,False
26.77,0,0.3349,0,7,3,False,False,False,False,True,False,True,False,False,False
126.06,0,0.5442,0,18,3,False,False,False,True,False,False,False,False,False,True
148.31,0,0.0059,1,14,3,False,True,False,False,False,False,False,False,False,True
16.91,0,0.8617,1,15,4,False,False,False,True,False,True,False,False,False,False
80.12,0,0.8248,0,20,5,False,False,False,False,True,False,False,False,False,True
279.03,0,0.2763,0,4,1,False,True,False,False,False,True,False,False,False,False
162.77,0,0.5254,0,12,6,False,False,False,False,True,False,True,False,False,False
141.22,1,0.9647,1,21,0,False,False,True,False,False,False,False,False,False,True
69.38,1,0.4711,0,3,0,False,True,False,False,False,True,False,False,False,False
24.39,0,0.822,0,19,1,False,False,False,True,False,False,True,False,False,False
38.16,0,0.9431,1,11,6,False,True,False,False,False,True,False,False,False,False
19.3,0,0.1765,1,8,4,False,True,False,False,False,False,False,False,True,False
122.83,0,0.3035,0,18,5,True,False,False,False,False,False,False,False,True,False
44.91,0,0.7804,0,2,3,False,True,False,False,False,False,False,False,True,False
21.76,0,0.72,0,9,4,False,True,False,False,False,False,False,False,True,False
21.21,0,0.3765,1,19,3,False,False,False,True,False,True,False,False,False,False
250.12,1,0.7299,1,0,6,False,True,False,False,False,False,False,True,False,False
26.73,0,0.9565,1,3,2,False,False,False,False,True,False,False,False,True,False
80.97,0,0.744,0,16,4,False,False,False,False,True,False,False,True,False,False
81.31,1,0.7252,0,22,6,False,True,False,False,False,False,False,False,True,False
40.22,1,0.9519,1,19,3,False,False,False,False,True,False,False,False,True,False
170.43,0,0.9011,1,19,2,False,False,True,False,False,False,False,False,False,True
23.86,1,0.0309,0,16,3,False,False,True,False,False,False,False,False,False,True
12.19,0,0.7296,1,14,4,False,True,False,False,False,True,False,False,False,False
4.55,0,0.0751,0,16,1,True,False,False,False,False,False,False,False,True,False
3.33,0,0.1181,0,18,1,False,True,False,False,False,True,False,False,False,False
67.95,1,0.591,1,11,5,False,False,True,False,False,False,False,False,True,False
32.05,1,0.4711,1,0,3,False,True,False,False,False,False,False,False,True,False
94.39,1,0.5456,0,20,4,False,False,False,True,False,False,False,False,False,True
59.37,1,0.3046,0,20,4,False,False,False,True,False,False,False,True,False,False
141.95,0,0.4651,0,6,3,False,False,True,False,False,False,True,False,False,False
36.01,0,0.4447,0,17,3,False,True,False,False,False,True,False,False,False,False
57.38,0,0.5385,0,9,0,False,False,True,False,False,False,False,False,True,False
26.95,0,0.71,0,4,0,False,False,True,False,False,True,False,False,False,False
286.1,1,0.7332,0,2,2,False,False,False,False,True,False,False,True,False,False
148.88,1,0.1411,1,11,0,True,False,False,False,False,True,False,False,False,False
69.69,0,0.3067,0,4,3,False,False,False,False,True,False,False,False,False,True
42.05,0,0.688,0,0,0,True,False,False,False,False,True,False,False,False,False
1.25,1,0.5697,1,16,5,True,False,False,False,False,True,False,False,False,False
104.58,0,0.7389,1,20,5,False,False,False,False,True,False,False,False,True,False
33.56,1,0.5128,0,7,5,False,False,True,False,False,False,False,True,False,False
12.65,0,0.5903,0,12,0,False,False,True,False,False,False,False,False,False,True
239.05,0,0.9048,1,21,5,True,False,False,False,False,False,True,False,False,False
74.49,0,0.4363,0,18,3,False,True,False,False,False,False,True,False,False,False
12.26,1,0.7286,0,22,4,False,False,False,True,False,False,False,True,False,False
190.34,0,0.222,0,22,6,False,True,False,False,False,False,True,False,False,False
167.27,1,0.649,1,9,2,False,False,False,True,False,False,False,False,False,True
124.01,1,0.2991,1,16,2,False,False,False,True,False,False,False,True,False,False
16.19,1,0.8563,1,5,0,True,False,False,False,False,True,False,False,False,False
11.36,1,0.4742,0,12,6,True,False,False,False,False,False,False,True,False,False
39.25,0,0.9154,1,21,0,True,False,False,False,False,False,False,False,False,True
5.92,1,0.1933,0,18,5,False,False,False,True,False,True,False,False,False,False
66.96,0,0.6004,0,14,1,False,False,False,False,True,True,False,False,False,False
189.49,0,0.1278,0,20,2,True,False,False,False,False,True,False,False,False,False
243.26,0,0.3488,0,4,6,True,False,False,False,False,False,True,False,False,False
3.78,0,0.1993,0,3,0,False,True,False,False,False,False,False,False,True,False
71.93,0,0.3533,0,19,2,False,True,False,False,False,False,False,False,False,True
33.22,0,0.7051,1,11,0,True,False,False,False,False,False,False,False,False,True
1.76,0,0.5349,0,18,2,False,True,False,False,False,False,False,False,True,False
34.96,0,0.1832,0,4,3,False,True,False,False,False,True,False,False,False,False
144.53,1,0.1718,0,13,5,False,False,True,False,False,True,False,False,False,False
8.17,0,0.7924,0,10,6,False,False,True,False,False,False,True,False,False,False
153.16,0,0.5935,0,19,5,False,False,False,True,False,False,True,False,False,False
145.28,0,0.1832,0,19,4,False,False,True,False,False,True,False,False,False,False
88.07,1,0.6211,0,4,1,True,False,False,False,False,True,False,False,False,False
17.98,1,0.9355,1,22,5,False,False,True,False,False,False,False,False,False,True
3.56,0,0.6985,0,21,2,False,False,False,True,False,False,False,True,False,False
196.63,0,0.4359,0,7,3,False,True,False,False,False,False,True,False,False,False
139.43,0,0.839,0,15,0,True,False,False,False,False,False,True,False,False,False
75.71,0,0.7182,0,1,1,False,True,False,False,False,False,False,False,True,False
99.2,0,0.3877,0,15,4,True,False,False,False,False,False,False,False,True,False
131.07,1,0.4815,0,3,6,True,False,False,False,False,False,True,False,False,False
26.2,0,0.8308,0,13,0,True,False,False,False,False,False,False,False,True,False
70.99,0,0.6087,0,8,1,False,False,True,False,False,False,False,False,True,False
287.1,0,0.1936,1,9,4,False,False,False,True,False,False,False,True,False,False
21.27,0,0.4437,0,22,1,False,False,True,False,False,False,True,False,False,False
153.36,0,0.9745,1,1,2,False,True,False,False,False,False,False,True,False,False
11.22,0,0.0149,0,13,3,False,False,True,False,False,True,False,False,False,False
22.06,1,0.2193,0,9,3,True,False,False,False,False,True,False,False,False,False
77.97,0,0.2969,0,21,2,False,False,True,False,False,True,False,False,False,False
274.74,0,0.3269,1,3,4,False,True,False,False,False,False,False,True,False,False
457.77,1,0.6845,0,4,4,False,False,True,False,False,False,False,False,False,True
174.39,0,0.8949,1,13,6,True,False,False,False,False,False,True,False,False,False
76.77,0,0.0315,0,23,3,False,False,False,True,False,False,True,False,False,False
4.42,1,0.7951,0,10,5,True,False,False,False,False,False,False,False,True,False
156.67,0,0.1481,0,7,5,True,False,False,False,False,False,False,False,True,False
64.96,0,0.2302,0,6,2,True,False,False,False,False,False,False,False,True,False
3.78,0,0.2877,0,18,3,False,False,False,False,True,False,False,False,False,True
364.58,1,0.5405,0,22,4,False,True,False,False,False,False,False,False,False,True
24.07,0,0.452,1,8,4,False,False,True,False,False,False,False,False,False,True
49.61,1,0.6886,0,7,6,False,True,False,False,False,False,False,False,False,True
122.35,0,0.1021,1,3,4,True,False,False,False,False,False,True,False,False,False
43.3,0,0.303,0,17,5,False,True,False,False,False,False,True,False,False,False
354.73,1,0.0378,0,10,0,False,False,True,False,False,False,False,False,True,False
13.78,0,0.4793,0,18,6,False,False,False,False,True,False,False,False,True,False
89.57,0,0.9781,1,21,2,True,False,False,False,False,False,False,False,False,True
146.1,0,0.3265,1,0,1,True,False,False,False,False,False,False,True,False,False
108.69,0,0.077,1,16,6,False,False,True,False,False,False,False,False,True,False
194.31,0,0.4086,1,3,6,False,False,False,False,True,False,False,True,False,False
216.78,1,0.327,0,22,5,False,True,False,False,False,True,False,False,False,False
12.77,0,0.6915,0,6,1,True,False,False,False,False,False,False,True,False,False
46.69,0,0.9113,1,3,4,False,True,False,False,False,False,True,False,False,False
35.38,0,0.5265,0,23,5,False,False,False,False,True,False,False,True,False,False
9.52,0,0.6044,0,12,5,False,False,False,False,True,False,False,False,False,True
130.14,1,0.0066,0,19,6,False,False,True,False,False,False,True,False,False,False
14.81,0,0.8994,1,2,0,True,False,False,False,False,False,False,False,True,False
152.77,1,0.7733,0,1,0,True,False,False,False,False,True,False,False,False,False
93.6,0,0.5492,0,8,0,False,False,False,False,True,False,False,False,False,True
431.52,0,0.8028,0,10,4,False,False,True,False,False,False,False,False,True,False
44.99,0,0.9605,1,17,6,False,False,False,True,False,False,False,True,False,False
2.66,0,0.226,1,12,1,False,False,True,False,False,True,False,False,False,False
126.31,0,0.1055,0,11,0,False,False,False,False,True,True,False,False,False,False
417.55,1,0.2839,0,11,2,False,False,True,False,False,False,False,False,False,True
3.01,0,0.3686,0,19,5,False,False,False,True,False,False,False,False,True,False
6.34,0,0.9462,1,17,3,False,True,False,False,False,False,False,False,True,False
263.78,0,0.3186,0,20,4,False,False,True,False,False,False,False,False,True,False
14.98,0,0.7481,0,19,6,False,False,False,True,False,False,True,False,False,False
46.03,0,0.0221,0,11,2,False,False,True,False,False,False,False,False,True,False
177.42,0,0.048,0,13,4,False,True,False,False,False,True,False,False,False,False
1.06,0,0.1106,0,18,0,False,False,False,False,True,True,False,False,False,False
219.99,1,0.3452,0,5,5,True,False,False,False,False,True,False,False,False,False
2.64,0,0.4709,0,15,4,False,True,False,False,False,False,True,False,False,False
73.6,1,0.2356,1,20,2,False,False,False,False,True,False,False,True,False,False
30.5,0,0.6206,0,17,0,True,False,False,False,False,False,False,True,False,False
21.16,0,0.2196,0,18,0,False,True,False,False,False,False,False,False,False,True
47.67,1,0.5177,0,15,4,False,False,True,False,False,False,False,False,True,False
46.41,0,0.4797,1,18,0,False,False,False,True,False,False,True,False,False,False
244.11,0,0.2071,0,1,5,False,False,True,False,False,False,True,False,False,False
122.54,0,0.439,0,2,4,True,False,False,False,False,False,False,False,False,True
68.5,0,0.0347,0,2,0,False,False,False,True,False,False,False,False,True,False
53.94,1,0.848,0,9,4,False,False,False,True,False,False,False,False,True,False
70.51,0,0.2019,0,23,4,False,True,False,False,False,False,True,False,False,False
31.09,0,0.0489,0,11,5,True,False,False,False,False,False,False,False,False,True
90.49,0,0.8559,1,16,5,False,False,False,False,True,False,False,True,False,False
111.96,1,0.9657,1,19,6,False,True,False,False,False,True,False,False,False,False
21.63,0,0.8594,1,14,3,False,False,False,True,False,True,False,False,False,False
221.28,1,0.1746,0,18,1,False,True,False,False,False,False,False,False,True,False
164.08,1,0.8768,1,7,5,False,True,False,False,False,False,True,False,False,False
95.83,0,0.524,0,10,3,False,False,True,False,False,False,True,False,False,False
31.57,1,0.0786,0,20,4,True,False,False,False,False,False,True,False,False,False
140.57,0,0.3513,1,13,3,False,False,False,False,True,False,False,False,True,False
24.04,0,0.0307,0,12,3,False,False,False,True,False,False,False,False,True,False
97.06,0,0.4153,0,23,3,True,False,False,False,False,False,False,False,True,False
6.95,0,0.6423,0,23,1,False,False,False,False,True,False,False,False,False,True
113.8,0,0.7607,0,0,2,False,True,False,False,False,False,False,False,False,True
107.87,0,0.7933,0,23,1,False,False,False,False,True,False,False,True,False,False
85.86,0,0.6307,0,8,6,False,False,False,True,False,False,True,False,False,False
80.78,1,0.122,0,14,5,False,False,False,False,True,False,False,True,False,False
108.6,0,0.9032,1,0,3,False,False,False,True,False,True,False,False,False,False
21.39,0,0.4156,1,10,6,False,True,False,False,False,False,False,False,True,False
137.72,1,0.142,0,14,3,False,False,False,True,False,False,False,False,True,False
79.44,0,0.6214,0,14,2,False,True,False,False,False,True,False,False,False,False
25.74,1,0.6513,1,0,2,False,True,False,False,False,False,False,True,False,False
3.22,0,0.7679,0,13,3,False,False,True,False,False,True,False,False,False,False
226.37,1,0.1583,0,1,4,True,False,False,False,False,False,False,False,False,True
234.62,0,0.8884,1,2,5,False,False,True,False,False,False,False,True,False,False
255.98,0,0.6181,0,5,2,False,True,False,False,False,True,False,False,False,False
28.8,0,0.5868,0,21,2,False,True,False,False,False,False,True,False,False,False
5.18,1,0.0318,0,17,5,False,False,True,False,False,True,False,False,False,False
289.94,0,0.3934,0,3,2,False,True,False,False,False,False,False,True,False,False
35.33,0,0.159,1,0,2,False,False,False,False,True,False,False,True,False,False
136.92,0,0.0359,0,12,4,False,False,False,False,True,False,False,False,False,True
634.04,0,0.0508,0,21,1,False,False,False,False,True,False,False,False,False,True
116.42,1,0.7247,0,14,5,True,False,False,False,False,False,True,False,False,False
87.69,1,0.9313,1,15,6,False,False,False,False,True,False,False,False,False,True
69.32,0,0.7233,1,3,4,False,False,False,True,False,False,False,True,False,False
90.49,0,0.3328,0,8,6,True,False,False,False,False,False,True,False,False,False
18.52,0,0.5416,0,8,4,True,False,False,False,False,False,True,False,False,False
267.85,0,0.0768,0,9,6,False,False,True,False,False,False,True,False,False,False
43.48,0,0.9152,1,1,1,True,False,False,False,False,False,True,False,False,False
10.07,0,0.8683,1,21,2,False,False,True,False,False,False,False,False,False,True
176.88,1,0.8662,1,20,6,False,False,True,False,False,False,True,False,False,False
157.74,1,0.9819,1,4,4,False,True,False,False,False,False,True,False,False,False
165.96,1,0.3737,0,16,0,False,True,False,False,False,False,False,False,False,True
151.39,0,0.7623,1,22,0,False,False,False,True,False,False,True,False,False,False
112.34,1,0.7719,1,14,0,False,False,False,False,True,False,False,True,False,False
150.55,1,0.974,1,22,2,False,False,False,True,False,False,False,True,False,False
90.22,0,0.7902,0,15,2,False,False,False,True,False,False,True,False,False,False
43.82,1,0.2481,0,15,5,True,False,False,False,False,False,True,False,False,False
36.13,0,0.2619,0,3,1,False,False,True,False,False,False,False,False,False,True
10.4,0,0.8518,1,1,4,False,False,False,False,True,False,False,True,False,False
70.24,1,0.653,0,0,4,False,False,False,False,True,False,True,False,False,False
9.46,1,0.3816,1,13,4,False,False,True,False,False,False,False,True,False,False
2.39,0,0.7658,1,7,3,False,False,True,False,False,True,False,False,False,False
57.72,0,0.6756,1,12,5,True,False,False,False,False,False,True,False,False,False
62.96,1,0.7937,0,22,0,False,True,False,False,False,False,False,False,True,False
85.76,0,0.6122,0,21,4,False,True,False,False,False,False,False,True,False,False
27.38,0,0.0738,0,22,3,False,False,False,True,False,False,False,True,False,False
201.16,1,0.2889,0,15,4,False,False,False,False,True,False,False,False,True,False
21.15,1,0.179,0,17,5,False,False,False,False,True,False,True,False,False,False
84.19,1,0.7692,0,7,0,False,False,True,False,False,False,False,False,False,True
134.6,0,0.4419,0,3,0,False,False,True,False,False,False,True,False,False,False
114.38,1,0.5039,0,11,0,False,False,False,False,True,False,False,False,True,False
53.31,0,0.9876,1,22,1,True,False,False,False,False,False,True,False,False,False
221.54,0,0.1896,0,2,6,False,False,False,False,True,True,False,False,False,False
71.54,0,0.4609,0,4,5,False,False,False,True,False,False,False,True,False,False
90.83,0,0.8002,0,7,6,False,True,False,False,False,True,False,False,False,False
151.78,0,0.6884,1,21,0,False,False,False,False,True,False,False,False,True,False
48.96,0,0.862,1,4,6,True,False,False,False,False,False,False,False,False,True
143.11,1,0.7841,1,17,4,False,False,True,False,False,False,False,False,False,True
110.02,0,0.0171,0,6,1,False,False,True,False,False,False,False,True,False,False
73.22,1,0.1559,0,16,3,False,False,False,True,False,False,False,False,False,True
24.72,1,0.0068,0,22,5,False,False,False,True,False,False,False,False,True,False
17.25,1,0.1551,0,10,1,False,False,False,False,True,False,True,False,False,False
4.73,0,0.8481,1,6,0,False,False,False,False,True,False,False,True,False,False
93.69,1,0.1036,0,17,6,False,True,False,False,False,False,False,True,False,False
18.66,0,0.5369,1,3,4,False,False,False,False,True,False,True,False,False,False
65.93,0,0.4802,1,21,1,False,False,True,False,False,False,False,True,False,False
119.15,1,0.7724,0,3,2,True,False,False,False,False,False,False,False,False,True
25.69,0,0.7414,1,5,5,False,False,False,False,True,False,False,False,True,False
76.61,0,0.6879,0,21,1,False,False,True,False,False,True,False,False,False,False
89.5,0,0.4174,0,15,2,False,False,True,False,False,False,True,False,False,False
66.79,0,0.1725,0,11,5,True,False,False,False,False,False,False,True,False,False
142.21,0,0.1066,0,17,2,True,False,False,False,False,False,False,False,False,True
261.84,0,0.839,0,7,4,False,False,True,False,False,False,True,False,False,False
20.28,1,0.5205,0,5,6,False,True,False,False,False,False,False,False,False,True
25.83,0,0.1773,0,2,1,False,True,False,False,False,False,True,False,False,False
5.13,0,0.0018,0,2,3,True,False,False,False,False,True,False,False,False,False
16.87,1,0.8526,1,10,4,False,False,False,True,False,False,False,True,False,False
11.6,0,0.9459,1,5,1,False,False,False,True,False,True,False,False,False,False
5.77,0,0.5341,0,23,6,False,True,False,False,False,False,False,True,False,False
73.08,0,0.7837,1,18,4,False,True,False,False,False,False,False,True,False,False
29.49,0,0.0394,1,16,0,False,True,False,False,False,False,False,False,True,False
252.36,1,0.0995,0,5,6,True,False,False,False,False,False,False,False,True,False
131.28,0,0.0175,0,0,4,False,True,False,False,False,False,False,False,False,True
8.48,0,0.7265,0,16,2,False,False,False,False,True,False,False,False,True,False
40.16,0,0.5055,0,12,4,False,False,True,False,False,False,False,False,True,False
68.62,0,0.597,0,0,3,False,False,False,False,True,False,False,False,False,True
101.12,1,0.4761,0,4,4,False,False,False,False,True,False,True,False,False,False
242.13,0,0.2073,0,17,4,False,False,False,True,False,False,True,False,False,False
128.68,0,0.3962,1,17,5,False,False,False,False,True,False,False,True,False,False
17.59,1,0.0295,0,5,2,True,False,False,False,False,True,False,False,False,False
74.22,0,0.1756,0,13,2,False,False,False,True,False,False,True,False,False,False
51.76,0,0.7057,0,15,3,False,False,False,True,False,False,True,False,False,False
41.38,1,0.534,0,5,1,False,True,False,False,False,True,False,False,False,False
60.75,0,0.1155,0,7,5,False,False,False,False,True,False,False,True,False,False
27.84,0,0.3691,0,19,4,False,True,False,False,False,False,True,False,False,False
64.9,0,0.7874,0,22,1,False,False,False,False,True,False,True,False,False,False
207.53,1,0.0067,1,0,1,False,False,False,False,True,False,True,False,False,False
51.14,1,0.4758,0,2,6,False,False,False,True,False,False,False,False,False,True
45.99,1,0.3345,1,13,0,False,False,False,False,True,False,True,False,False,False
30.5,0,0.7458,0,8,2,False,True,False,False,False,False,False,False,False,True
